DATEEND,DRNUMB,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Arrest,LarcenyCode,ObjectID
2022/04/05 00:00:00+00,22233181,0053,0053,0,LARCENY,Yes,,10675
2022/02/28 00:00:00+00,22180677,2121,2121,0 BUTTERNUT ST & N TOWNSEND ST,LARCENY,Yes,,10676
2022/02/25 00:00:00+00,22900135,1359,1029,0 CANAL ST & TEALL AVE,LARCENY,,From Motor Vehicle,10677
2022/01/14 00:00:00+00,22118244,2100,2100,0 CENTENNIAL DR,AGGRAVATED ASSAULT,,All Other,10678
2022/01/12 00:00:00+00,22115204,1331,1331,0 CENTENNIAL DR,AGGRAVATED ASSAULT,,,10679
2022/03/02 00:00:00+00,22183394,1745,1752,0 COSTELLO CT,LARCENY,,Unknown,10680
2022/02/19 00:00:00+00,22167961,1205,1400,0 HARBORSIDE DR,LARCENY,,From Motor Vehicle,10681
2022/03/24 00:00:00+00,22215368,0130,0130,0 I81 AND E COLVIN ST,MV THEFT,Yes,Motor Vehicle,10682
2022/03/19 00:00:00+00,22207910,0148,0148,0 IRVING AVE & E GENESEE ST,AGGRAVATED ASSAULT,,,10683
2022/01/08 00:00:00+00,22109956,0306,0306,0 OAKDALE CT,BURGLARY,,From Building,10684
2022/02/09 00:00:00+00,22900107,0000,0430,0 PRESIDENTIAL CT,LARCENY,,From Motor Vehicle,10685
2022/03/11 00:00:00+00,22196526,1330,1330,0 PRESIDENTIAL PL,LARCENY,,All Other,10686
2022/01/25 00:00:00+00,22132027,2100,0700,0 PRESIDENTIAL PLZ,MV THEFT,,Motor Vehicle,10687
2022/03/05 00:00:00+00,22187784,1415,1625,0 PRESIDENTIAL PLZ,BURGLARY,,,10688
2022/02/17 00:00:00+00,22165530,2040,2040,0 W  BEARD AND LANDON,ROBBERY,,All Other,10689
2022/03/22 00:00:00+00,22900206,1329,1400,0 WALSH CIR,LARCENY,,,10690
2022/02/06 00:00:00+00,22149367,1430,1430,1 DESTINY USA DR,LARCENY,,Shoplifting,10691
2022/01/03 00:00:00+00,22900005,1830,1930,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,10692
2022/01/20 00:00:00+00,22125723,1721,1721,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10693
2022/03/06 00:00:00+00,22188605,0726,0726,1 DESTINY USA DR,BURGLARY,Yes,,10694
2022/03/02 00:00:00+00,22187403,1200,1200,1 DESTINY USA DR,LARCENY,Yes,From Building,10695
2022/03/21 00:00:00+00,22211922,1935,1935,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10696
2022/03/06 00:00:00+00,22188804,1124,1124,1 DESTINY USA DR,BURGLARY,,,10697
2022/03/22 00:00:00+00,22218992,1525,1526,1 DESTINY USA DR,LARCENY,,All Other,10698
2022/02/27 00:00:00+00,22178762,1200,1200,1 DESTINY USA DR,LARCENY,,From Building,10699
2022/02/19 00:00:00+00,22168204,1852,1852,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10700
2022/03/21 00:00:00+00,22211831,1812,1812,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10701
2022/01/18 00:00:00+00,22900056,1445,1500,1 DESTINY USA DR,LARCENY,,All Other,10702
2022/02/06 00:00:00+00,22149378,1420,1420,1 DESTINY USA DR,BURGLARY,Yes,Shoplifting,10703
2022/03/01 00:00:00+00,22181831,1447,1447,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,10704
2022/03/09 00:00:00+00,22193491,1426,1426,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10705
2022/01/21 00:00:00+00,22127081,1500,1500,1 DESTINY USA DR,LARCENY,,Shoplifting,10706
2022/03/01 00:00:00+00,22181564,1405,1405,1 DESTINY USA DR,ROBBERY,Yes,Purse Snatch,10707
2022/02/07 00:00:00+00,22151012,1740,1740,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10708
2022/03/01 00:00:00+00,22181624,1447,1447,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,10709
2022/01/07 00:00:00+00,21900866,1805,1805,1 DESTINY USA DR,LARCENY,,Of MV Parts/Accessories,10710
2022/03/24 00:00:00+00,22216316,1630,1630,1 DESTINY USA DR,LARCENY,Yes,All Other,10711
2022/01/07 00:00:00+00,22109497,1849,1849,1 DESTINY USA DR,LARCENY,Yes,,10712
2022/01/06 00:00:00+00,22108197,2003,2003,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10713
2022/02/06 00:00:00+00,22149405,1100,1100,1 DESTINY USA DR,MV THEFT,,Motor Vehicle,10714
2022/03/08 00:00:00+00,22192335,1959,1959,1 DESTINY USA DR,LARCENY,,Shoplifting,10715
2022/03/05 00:00:00+00,22195190,1850,1850,1 DESTINY USA DR,LARCENY,,All Other,10716
2022/03/14 00:00:00+00,22200407,1349,1349,1 DESTINY USA DR,BURGLARY,Yes,All Other,10717
2022/03/07 00:00:00+00,22190681,1754,1754,1 DESTINY USA DR,LARCENY,Yes,All Other,10718
2022/01/05 00:00:00+00,22106838,1715,1845,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,10719
2022/01/20 00:00:00+00,22125770,1700,1700,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10720
2022/02/22 00:00:00+00,22171943,1246,1246,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10721
2022/01/05 00:00:00+00,22106821,1744,1744,1 DESTINY USA DR,LARCENY,Yes,From Motor Vehicle,10722
2022/01/12 00:00:00+00,22115522,1815,1815,1 DESTINY USA DR,LARCENY,,All Other,10723
2022/04/04 00:00:00+00,22232631,1645,1645,1 DESTINY USA DR,LARCENY,,All Other,10724
2022/01/18 00:00:00+00,22122418,1111,1111,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10725
2022/01/30 00:00:00+00,22140189,1701,1702,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,10726
2022/01/14 00:00:00+00,22118091,1841,1841,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10727
2022/02/05 00:00:00+00,22150705,1604,1604,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10728
2022/01/10 00:00:00+00,22112982,1716,1716,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10729
2022/03/11 00:00:00+00,22197014,1900,1900,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10730
2022/03/10 00:00:00+00,22195185,1610,1610,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10731
2022/02/21 00:00:00+00,22170940,1915,1915,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10732
2022/03/03 00:00:00+00,22184881,1710,1710,1 DESTINY USA DR,BURGLARY,Yes,Shoplifting,10733
2022/01/14 00:00:00+00,22117899,1605,1605,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10734
2022/03/10 00:00:00+00,22194856,1222,1222,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10735
2022/02/25 00:00:00+00,22177661,1430,1530,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,10736
2022/02/25 00:00:00+00,22900138,1643,1650,1 DESTINY USA DR,LARCENY,,All Other,10737
2022/02/14 00:00:00+00,22161166,2140,2140,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10738
2022/02/20 00:00:00+00,22900175,1130,1400,1 DESTINY USA DR,LARCENY,,,10739
2022/03/11 00:00:00+00,22196473,1241,1241,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10740
2022/01/01 00:00:00+00,22101473,1830,0900,1 DESTINY USA DR,LARCENY,,From Building,10741
2022/04/09 00:00:00+00,22241609,1515,2010,1 DESTINY USA DR,MV THEFT,,Motor Vehicle,10742
2022/02/03 00:00:00+00,22145472,1935,1935,1 DESTINY USA DR,LARCENY,,Shoplifting,10743
2022/02/25 00:00:00+00,22176544,1815,1823,1 DESTINY USA DR,AGGRAVATED ASSAULT,Yes,,10744
2022/02/25 00:00:00+00,22176476,1703,1703,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10745
2022/03/27 00:00:00+00,22228242,1947,1151,1 DESTINY USA DR,BURGLARY,,Shoplifting,10746
2022/04/06 00:00:00+00,22235685,1328,1328,1 DESTINY USA DR,BURGLARY,Yes,,10747
2022/03/04 00:00:00+00,22186305,1621,1621,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10748
2022/02/19 00:00:00+00,22168143,1727,1727,1 DESTINY USA DR,ROBBERY,,All Other,10749
2022/02/05 00:00:00+00,22900101,1230,1530,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,10750
2022/01/13 00:00:00+00,22116471,1435,1435,1 DESTINY USA DR,LARCENY,,All Other,10751
2022/01/02 00:00:00+00,22103703,1945,2200,1 DESTINY USA DR,BURGLARY,Yes,From Building,10752
2022/01/24 00:00:00+00,22135114,1200,1200,1 DESTINY USA DR,LARCENY,,All Other,10753
2022/02/08 00:00:00+00,22152219,1408,1408,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10754
2022/01/16 00:00:00+00,22900048,1900,2300,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,10755
2022/01/16 00:00:00+00,22120336,1706,1706,1 DESTINY USA DR,ROBBERY,,All Other,10756
2022/02/08 00:00:00+00,22152332,1537,1537,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,10757
2022/03/05 00:00:00+00,22193512,1745,1755,1 DESTINY USA DR,LARCENY,,All Other,10758
2022/03/05 00:00:00+00,22187329,0926,0926,1 DESTINY USA DR,LARCENY,,,10759
2022/02/28 00:00:00+00,22180079,1245,1245,100 1ST NORTH ST,MV THEFT,Yes,Motor Vehicle,10760
2022/01/10 00:00:00+00,22113254,2224,2300,100 ANGELOU TER,ROBBERY,,Purse Snatch,10761
2022/04/04 00:00:00+00,22231536,0044,0044,100 ARNTS PL,MV THEFT,Yes,,10762
2022/01/02 00:00:00+00,22127130,1122,1122,100 AVONDALE PL,LARCENY,,From Building,10763
2022/02/18 00:00:00+00,22166775,2200,0730,100 BALL CIR,MV THEFT,,Motor Vehicle,10764
2022/03/31 00:00:00+00,22226034,0537,0541,100 BALLANTYNE RD,BURGLARY,,From Building,10765
2022/03/18 00:00:00+00,22211104,2100,2100,100 BALLANTYNE RD,LARCENY,,From Building,10766
2022/03/18 00:00:00+00,22206985,1200,1500,100 BALLANTYNE RD,LARCENY,,Of MV Parts/Accessories,10767
2022/01/28 00:00:00+00,22135908,2230,2242,100 BALLANTYNE RD,ROBBERY,Yes,,10768
2022/02/23 00:00:00+00,22172781,0030,0035,100 BALLANTYNE RD,MV THEFT,,Motor Vehicle,10769
2022/03/13 00:00:00+00,22198632,0051,0051,100 BALLANTYNE RD,MV THEFT,,Motor Vehicle,10770
2022/01/30 00:00:00+00,22139230,0100,1250,100 BALLANTYNE RD,LARCENY,,From Motor Vehicle,10771
2022/03/24 00:00:00+00,22215544,0547,0547,100 BALLANTYNE RD,LARCENY,,All Other,10772
2022/02/03 00:00:00+00,22144564,0436,0436,100 BALLANTYNE RD,ROBBERY,,Purse Snatch,10773
2022/03/08 00:00:00+00,22191424,1800,0836,100 BEECHER ST,AGGRAVATED ASSAULT,Yes,,10774
2022/03/21 00:00:00+00,22212261,2336,2336,100 BELLE AV,AGGRAVATED ASSAULT,,,10775
2022/01/18 00:00:00+00,22122557,1900,1241,100 BENNINGTON DR,AGGRAVATED ASSAULT,Yes,,10776
2022/04/06 00:00:00+00,22235238,0430,0630,100 BERWYN,BURGLARY,,From Building,10777
2022/03/06 00:00:00+00,22188613,0000,0749,100 BEVERLY RD,BURGLARY,,Motor Vehicle,10778
2022/02/04 00:00:00+00,22145821,0125,0125,100 BLAINE ST,AGGRAVATED ASSAULT,Yes,,10779
2022/03/08 00:00:00+00,22192174,1230,1230,100 BURNET AV,ROBBERY,,All Other,10780
2022/03/30 00:00:00+00,22224362,2230,0200,100 CAMP AV,LARCENY,,Motor Vehicle,10781
2022/02/25 00:00:00+00,22175818,0400,0409,100 CARLTON RD,BURGLARY,,Motor Vehicle,10782
2022/02/04 00:00:00+00,22147110,2342,2342,100 CHESTER ST,AGGRAVATED ASSAULT,Yes,,10783
2022/03/31 00:00:00+00,22226591,1406,1406,100 CLIFFSIDE DR,AGGRAVATED ASSAULT,Yes,,10784
2022/03/11 00:00:00+00,22197078,0000,1700,100 COLLEGE PL,LARCENY,,,10785
2022/03/09 00:00:00+00,22223734,1659,1659,100 COLUMBIA,LARCENY,,From Motor Vehicle,10786
2022/01/23 00:00:00+00,22900068,1705,1705,100 COMSTOCK AVE,LARCENY,,From Motor Vehicle,10787
2022/02/24 00:00:00+00,22174713,1030,1045,100 COMSTOCK PL,MV THEFT,,Motor Vehicle,10788
2022/03/07 00:00:00+00,22190106,1000,0900,100 CONGRESS AV,LARCENY,,Of MV Parts/Accessories,10789
2022/03/18 00:00:00+00,22207526,2030,2048,100 CRIPPEN PL,BURGLARY,Yes,,10790
2022/01/17 00:00:00+00,22120883,0359,0359,100 CROLY ST,AGGRAVATED ASSAULT,Yes,,10791
2022/02/27 00:00:00+00,22179554,1530,1530,100 CROLY ST,MV THEFT,,Motor Vehicle,10792
2022/02/07 00:00:00+00,22150146,0343,0343,100 CROLY ST,AGGRAVATED ASSAULT,Yes,,10793
2022/02/15 00:00:00+00,22161664,0840,0840,100 CROTON TER,MV THEFT,,Motor Vehicle,10794
2022/03/20 00:00:00+00,22210079,1200,1554,100 CROTON TER,BURGLARY,,,10795
2022/02/08 00:00:00+00,22152638,1015,1700,100 CROUSE DR,LARCENY,,From Building,10796
2022/03/17 00:00:00+00,22206491,0800,1420,100 CROUSE DR,LARCENY,,From Building,10797
2022/03/25 00:00:00+00,22217538,1127,1127,100 CULBERT ST,LARCENY,,All Other,10798
2022/04/02 00:00:00+00,22228884,0033,0033,100 DABLON CT,LARCENY,,,10799
2022/01/05 00:00:00+00,22105844,0035,0035,100 DABLON CT,AGGRAVATED ASSAULT,,,10800
2022/03/01 00:00:00+00,22181067,0120,0120,100 DAWES AV,MV THEFT,,Motor Vehicle,10801
2022/03/04 00:00:00+00,22185593,0613,0613,100 DICKERSON ST,BURGLARY,Yes,,10802
2022/04/08 00:00:00+00,22239601,2245,2245,100 DICKERSON ST,ROBBERY,Yes,Purse Snatch,10803
2022/01/23 00:00:00+00,22129199,0250,0254,100 DIDAMA ST,AGGRAVATED ASSAULT,Yes,,10804
2022/04/05 00:00:00+00,22234887,2254,2255,100 DIDAMA ST,LARCENY,,From Building,10805
2022/01/25 00:00:00+00,22131937,0130,0615,100 DORCHESTER AV,LARCENY,,From Motor Vehicle,10806
2022/03/01 00:00:00+00,22181102,0715,0715,100 DOROTHY ST,MV THEFT,,Motor Vehicle,10807
2022/03/16 00:00:00+00,22204602,2000,2000,100 DOUGLAS ST,MV THEFT,,Motor Vehicle,10808
2022/03/13 00:00:00+00,22199538,2113,2113,100 DUANE ST,BURGLARY,Yes,,10809
2022/02/11 00:00:00+00,22156387,1153,1153,100 E  BEARD AV,AGGRAVATED ASSAULT,,,10810
2022/03/28 00:00:00+00,22221370,2045,0645,100 E  CHELTENHAM RD,MV THEFT,,Motor Vehicle,10811
2022/03/17 00:00:00+00,22205062,1200,1100,100 E  COLVIN ST,LARCENY,,Of MV Parts/Accessories,10812
2022/02/23 00:00:00+00,22173485,1315,1335,100 E  JEFFERSON ST,BURGLARY,Yes,From Building,10813
2022/01/10 00:00:00+00,22115000,1100,1130,100 E  JEFFERSON ST,LARCENY,,All Other,10814
2022/03/31 00:00:00+00,22225976,1100,0300,100 E  ONONDAGA ST,BURGLARY,,From Building,10815
2022/01/13 00:00:00+00,22900037,2146,0945,100 E  ONONDAGA ST,LARCENY,,From Motor Vehicle,10816
2022/02/05 00:00:00+00,22147854,1419,1419,100 E  SENECA TPKE,ROBBERY,,From Building,10817
2022/03/16 00:00:00+00,22203223,1200,1430,100 E  WASHINGTON ST,LARCENY,,All Other,10818
2022/03/19 00:00:00+00,22900192,2015,2045,100 EDTIM RD,LARCENY,,All Other,10819
2022/03/22 00:00:00+00,22213765,2230,2241,100 ELIZABETH ST,AGGRAVATED ASSAULT,Yes,,10820
2022/04/05 00:00:00+00,22234237,0000,1705,100 ELMWOOD,MV THEFT,,Motor Vehicle,10821
2022/02/20 00:00:00+00,22169316,0000,0600,100 ERICKSON ST,LARCENY,,From Motor Vehicle,10822
2022/01/29 00:00:00+00,22900089,0800,1937,100 ERIE BLVD E,LARCENY,,From Motor Vehicle,10823
2022/02/19 00:00:00+00,22168329,2039,2039,100 FAGE AVE,LARCENY,Yes,,10824
2022/02/17 00:00:00+00,22164520,0421,0421,100 FENTON ST,BURGLARY,Yes,All Other,10825
2022/02/14 00:00:00+00,22160693,0830,1430,100 FISH AV,BURGLARY,,From Building,10826
2022/04/03 00:00:00+00,22230581,0245,0542,100 FORDHAM RD,LARCENY,,From Motor Vehicle,10827
2022/03/10 00:00:00+00,22195124,1900,0600,100 FOREST AV,LARCENY,,Of MV Parts/Accessories,10828
2022/03/14 00:00:00+00,22200019,0844,0844,100 FOREST AV,AGGRAVATED ASSAULT,Yes,,10829
2022/03/16 00:00:00+00,22203573,1533,1533,100 FRISBIE CT,AGGRAVATED ASSAULT,,,10830
2022/03/31 00:00:00+00,22226159,2300,0840,100 GAGE CT,AGGRAVATED ASSAULT,,,10831
2022/01/17 00:00:00+00,22121290,1236,1236,100 GARFIELD,AGGRAVATED ASSAULT,,,10832
2022/03/17 00:00:00+00,22205028,1407,1407,100 GERTRUDE ST,MV THEFT,Yes,Motor Vehicle,10833
2022/01/11 00:00:00+00,22114053,1800,2359,100 GLAHN AV,LARCENY,,From Motor Vehicle,10834
2022/03/28 00:00:00+00,22222310,2049,2049,100 GLAHN AV,ROBBERY,,All Other,10835
2022/03/04 00:00:00+00,22187644,1600,1600,100 GLENWOOD AV,LARCENY,,From Building,10836
2022/02/16 00:00:00+00,22900120,1200,1200,100 GRACE ST,LARCENY,,All Other,10837
2022/03/30 00:00:00+00,22234401,1153,1153,100 GREEN ST,LARCENY,,All Other,10838
2022/01/03 00:00:00+00,22900007,1340,1340,100 HALL AV,LARCENY,,From Motor Vehicle,10839
2022/02/17 00:00:00+00,22164545,1800,0640,100 HANCOCK DR,BURGLARY,,From Building,10840
2022/04/03 00:00:00+00,22235644,1500,1700,100 HAROLD ST,LARCENY,,All Other,10841
2022/01/01 00:00:00+00,22900014,0101,1030,100 HARRISON PL,LARCENY,,From Motor Vehicle,10842
2022/03/16 00:00:00+00,22205642,0901,0901,100 HARRISON PL,LARCENY,,All Other,10843
2022/02/06 00:00:00+00,22149763,2034,2034,100 HARVARD PL,ROBBERY,Yes,All Other,10844
2022/03/19 00:00:00+00,22208094,0302,0311,100 HARVARD PL,BURGLARY,,From Building,10845
2022/02/14 00:00:00+00,22160418,1135,1135,100 HERALD PL,LARCENY,Yes,From Motor Vehicle,10846
2022/03/26 00:00:00+00,22219011,1150,1300,100 HERBERT ST,BURGLARY,,,10847
2022/02/15 00:00:00+00,22166107,2217,2217,100 HERBST,BURGLARY,,From Building,10848
2022/02/12 00:00:00+00,22160212,1630,0900,100 HERBST,BURGLARY,,,10849
2022/04/05 00:00:00+00,22233512,0845,0900,100 HIXSON,AGGRAVATED ASSAULT,Yes,,10850
2022/01/21 00:00:00+00,22128008,0000,2359,100 HIXSON AV,LARCENY,,All Other,10851
2022/03/07 00:00:00+00,22225395,1200,1200,100 HOLLAND ST,LARCENY,,All Other,10852
2022/03/05 00:00:00+00,22187009,2000,0100,100 HOOD AV,BURGLARY,,From Building,10853
2022/02/03 00:00:00+00,22145210,1537,1537,100 HUGHES PL,AGGRAVATED ASSAULT,Yes,,10854
2022/01/25 00:00:00+00,22131896,1400,0635,100 HUNT AV,LARCENY,,All Other,10855
2022/02/15 00:00:00+00,22161354,0044,0044,100 HUNT AV,AGGRAVATED ASSAULT,Yes,,10856
2022/03/08 00:00:00+00,22900162,0455,0455,100 HUTCHINSON AV,LARCENY,,All Other,10857
2022/01/29 00:00:00+00,22138050,1830,1230,100 INTREPID LN,BURGLARY,,From Building,10858
2022/03/08 00:00:00+00,22206629,1220,1220,100 IVY RIDGE RD,LARCENY,,All Other,10859
2022/03/10 00:00:00+00,22194245,2015,0052,100 JAMESVILLE AV,MV THEFT,,Motor Vehicle,10860
2022/02/23 00:00:00+00,22173938,2029,2034,100 JOSEPHINE ST,AGGRAVATED ASSAULT,Yes,,10861
2022/03/10 00:00:00+00,22194214,0108,0108,100 KENMORE AV,LARCENY,,Of MV Parts/Accessories,10862
2022/02/16 00:00:00+00,22163777,1300,1430,100 KENSINGTON RD,LARCENY,,All Other,10863
2022/04/05 00:00:00+00,22233239,0205,0205,100 KUHL,LARCENY,,All Other,10864
2022/02/26 00:00:00+00,22900142,0500,1500,100 KUHL AV,LARCENY,,From Motor Vehicle,10865
2022/04/05 00:00:00+00,22233368,0200,0200,100 LACY PL,BURGLARY,Yes,From Building,10866
2022/02/07 00:00:00+00,22900102,1250,1250,100 LAFAYETTE RD,LARCENY,,All Other,10867
2022/02/22 00:00:00+00,22900177,1122,1640,100 LAFAYETTE RD,LARCENY,,,10868
2022/04/10 00:00:00+00,22241494,0630,0630,100 LAFAYETTE RD,ROBBERY,,Motor Vehicle,10869
2022/01/25 00:00:00+00,22900079,1100,2330,100 LAFAYETTE RD,LARCENY,,All Other,10870
2022/03/01 00:00:00+00,22183345,1300,1315,100 LAFAYETTE RD,LARCENY,,All Other,10871
2022/03/27 00:00:00+00,22221710,0100,0100,100 LAFAYETTE RD,LARCENY,,From Building,10872
2022/01/30 00:00:00+00,22140215,1310,1310,100 LAFAYETTE RD,LARCENY,,Shoplifting,10873
2022/03/04 00:00:00+00,22186186,1435,1435,100 LAKEVIEW AV,LARCENY,,From Building,10874
2022/04/08 00:00:00+00,22238294,0230,0730,100 LAMSON ST,LARCENY,,From Motor Vehicle,10875
2022/03/02 00:00:00+00,22900147,0945,0945,100 LAWRENCE ST,LARCENY,,All Other,10876
2022/01/01 00:00:00+00,22101848,1828,1828,100 LAWRENCE ST,AGGRAVATED ASSAULT,,,10877
2022/01/19 00:00:00+00,22124612,2156,2156,100 LEA LN,AGGRAVATED ASSAULT,,,10878
2022/03/06 00:00:00+00,22188608,0230,0240,100 LEA LN,BURGLARY,,From Building,10879
2022/01/20 00:00:00+00,22124764,0107,0109,100 LEA LN,BURGLARY,,,10880
2022/03/15 00:00:00+00,22201683,1047,1047,100 LINCOLN AV,LARCENY,,All Other,10881
2022/01/18 00:00:00+00,22900050,0755,0755,100 LINCOLN AV,LARCENY,,From Motor Vehicle,10882
2022/01/01 00:00:00+00,22900012,0015,0100,100 LINCOLN PARK DR,LARCENY,,From Motor Vehicle,10883
2022/03/04 00:00:00+00,22900211,1400,1415,100 LINWELL TER,LARCENY,,All Other,10884
2022/01/13 00:00:00+00,22116041,1800,0715,100 LINWELL TER,LARCENY,,From Motor Vehicle,10885
2022/01/12 00:00:00+00,22114698,0100,0100,100 LYNWOOD AV,LARCENY,,From Building,10886
2022/02/23 00:00:00+00,22172869,0236,0236,100 MAGNOLIA ST,BURGLARY,Yes,From Building,10887
2022/02/11 00:00:00+00,22156975,1940,1940,100 MARIPOSA ST,MV THEFT,,Motor Vehicle,10888
2022/02/16 00:00:00+00,22164240,1450,2315,100 MARTIN LUTHER KING      E,MV THEFT,,Motor Vehicle,10889
2022/03/10 00:00:00+00,22201965,1200,1200,100 MARY ST,LARCENY,,All Other,10890
2022/03/25 00:00:00+00,22217991,1825,1825,100 MASSENA ST,LARCENY,Yes,Motor Vehicle,10891
2022/03/15 00:00:00+00,22204500,1700,1900,100 MATHER ST,LARCENY,,All Other,10892
2022/03/26 00:00:00+00,22219524,2020,2020,100 MCALLISTER AV,LARCENY,,,10893
2022/02/25 00:00:00+00,22176753,2200,2200,100 MCCLURE AV,ROBBERY,,All Other,10894
2022/01/20 00:00:00+00,22125075,0630,1008,100 MCKINLEY,LARCENY,Yes,,10895
2022/01/16 00:00:00+00,22122999,0000,1200,100 MILBURN DR,LARCENY,,From Motor Vehicle,10896
2022/03/03 00:00:00+00,22184334,0000,2359,100 MILDRED AV,LARCENY,,All Other,10897
2022/04/03 00:00:00+00,22230915,1359,1359,100 MILDRED AV,AGGRAVATED ASSAULT,,,10898
2022/01/28 00:00:00+00,22137441,2349,2349,100 MILNOR AV,AGGRAVATED ASSAULT,Yes,,10899
2022/03/09 00:00:00+00,22193928,1130,1307,100 MINERVA ST,LARCENY,,From Building,10900
2022/03/20 00:00:00+00,22900194,2210,2210,100 MINERVA ST,LARCENY,,All Other,10901
2022/02/27 00:00:00+00,22178916,1400,1428,100 MOUNT OLYMPUS DR,LARCENY,,All Other,10902
2022/02/20 00:00:00+00,22169414,1734,1734,100 MULBERRY TER,MV THEFT,,Motor Vehicle,10903
2022/03/13 00:00:00+00,22198690,0301,0301,100 N  GEDDES ST,AGGRAVATED ASSAULT,,,10904
2022/03/06 00:00:00+00,22192110,1430,1600,100 N  LOWELL AV,BURGLARY,,From Building,10905
2022/01/13 00:00:00+00,22116015,1800,0715,100 N  MIDLER AV,LARCENY,,From Motor Vehicle,10906
2022/03/26 00:00:00+00,22219309,1633,1633,100 NORWOOD AV,LARCENY,Yes,,10907
2022/02/11 00:00:00+00,22157218,2215,2230,100 OAK ST,MV THEFT,,Motor Vehicle,10908
2022/02/01 00:00:00+00,22142758,1430,1430,100 OAK ST,ROBBERY,,Pocket Picking,10909
2022/04/10 00:00:00+00,22242223,1939,1933,100 OAKWOOD,AGGRAVATED ASSAULT,Yes,,10910
2022/01/13 00:00:00+00,22116976,2325,2325,100 ONONDAGA AV,AGGRAVATED ASSAULT,Yes,,10911
2022/03/26 00:00:00+00,22219797,2350,2350,100 ONONDAGA AV,AGGRAVATED ASSAULT,,,10912
2022/02/14 00:00:00+00,22900116,1101,1114,100 ONONDAGA AVE,LARCENY,,All Other,10913
2022/01/09 00:00:00+00,22111475,1220,1220,100 OSTROM AV,BURGLARY,,,10914
2022/03/03 00:00:00+00,22900154,1800,1810,100 OXFORD ST,LARCENY,,All Other,10915
2022/04/02 00:00:00+00,22229425,0300,0300,100 PARKWAY DR,LARCENY,,Pocket Picking,10916
2022/03/15 00:00:00+00,22213181,1247,1247,100 PASTIME DR,LARCENY,,From Mailbox,10917
2022/03/17 00:00:00+00,22204263,0030,0030,100 PLUM ST,BURGLARY,,,10918
2022/03/11 00:00:00+00,22197303,2330,2330,100 POLK ST,AGGRAVATED ASSAULT,Yes,,10919
2022/04/07 00:00:00+00,22237227,1311,1311,100 POLK ST,LARCENY,,All Other,10920
2022/03/08 00:00:00+00,22191355,0649,0649,100 POLK ST,BURGLARY,Yes,All Other,10921
2022/03/02 00:00:00+00,22182699,1600,0850,100 RADISSON CT,LARCENY,,Of MV Parts/Accessories,10922
2022/02/09 00:00:00+00,22154782,2040,2040,100 REED AV,LARCENY,,All Other,10923
2022/01/17 00:00:00+00,22121143,2359,0500,100 REED AV,LARCENY,,From Motor Vehicle,10924
2022/03/13 00:00:00+00,22199078,1250,1252,100 REMINGTON AV,AGGRAVATED ASSAULT,,,10925
2022/02/22 00:00:00+00,22171484,0534,0534,100 RIGI AV,MV THEFT,,Motor Vehicle,10926
2022/01/13 00:00:00+00,22115914,0250,0300,100 RIGI AV,LARCENY,,All Other,10927
2022/02/02 00:00:00+00,22144407,2355,2356,100 RIGI AV,AGGRAVATED ASSAULT,Yes,,10928
2022/03/01 00:00:00+00,22181146,1830,0730,100 RONEY LN,LARCENY,,All Other,10929
2022/03/27 00:00:00+00,22220546,1516,1516,100 RONEY LN,AGGRAVATED ASSAULT,Yes,,10930
2022/03/23 00:00:00+00,22215141,2155,2155,100 RONEY LN,ROBBERY,,Pocket Picking,10931
